discriminator_id	discriminator_key	row_kind	role_field_key	axis	subject	input_or_condition	exact_observation	claim_sha256	measured_count	semantic_status	scope	evidence_file	evidence_file_sha256	evidence_locator	evidence_span_start	evidence_span_end	evidence_span_sha256	support_spans	evidence_key	evidence_reuse	derived_from_artifact	derived_from_row_key	source	nonclaim	blocker	required_next_evidence	image_sha256
MOBS_N_MOB_USAGE_LITERAL_NEGATIVE	f94d5d897111a71cf26a406b55d6cc634129adc6f5114bd262619cb604d04aea	IMAGE_NEGATIVE_CENSUS	MOBS.n_MOB_USAGE	DATA_role_candidate	whole image	exact ASCII and UTF-16 literal census	The image contains zero exact n_MOB_USAGE literals.	5be0ffb5752d0b07177c400b10b76bee99d85a61996a4ad33fdbdd97ef9c7777	ASCII_hits=0;UTF16_hits=0	WHOLE_IMAGE_LITERAL_NEGATIVE	whole_image_literal_only	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	FILE+0x00000000..FILE+0x00E13600	FILE+0x00000000	FILE+0x00E13600	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623		e6812bb78a822b510b8af49adf25f1dd8fe4a994ace66cb5924ef92d12181f86	NEW_CLAIM	N/A	N/A	IMAGE	Literal absence does not exclude column-index, record-offset, or unnamed access.	No named IMAGE join to the DATA column is available.	PROPOSED: Find a generic table-column or source-record-offset consumer before naming the field.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
MOBS_N_CAPABILITY_UI_DATA_GATE	522ad9c5784b123b41bf13a4c0e5e6e6cd42c60feb060d49c9abf958b4f0ebdf	IMAGE_PATH	MOBS.n_CAPABILITY	UI_data_gate	raw MOBS/MOBS_TIP table query	n_CAPABILITY query returns exactly 1	Two duplicated routines drive a UI/data-presentation branch.	32abab22bd50ff21daee127747294cc52d68dc3c18e1d4b6a3b8614888f18ed8	literal_refs=2;query_routines=2	PROVEN_ROLE_ONLY	audited_raw_table_UI_queries	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	VA=0x0052A0AA..0x0052A19F;file=0x001294AA..0x0012959F	0x0052A0AA	0x0052A19F	fae74b5e2ff054a13f82c7e6fba983182e3bf15e62457ecf548832b381f418c7	duplicate_capability_query:0x0052D733..0x0052D828:file=0x0012CB33..0x0012CC28:sha256=a3aa09e4154c9d839e7c7ebd46d29e64bc6c74901bbf293b5e323f0b569d73db;n_CAPABILITY_literal:0x00F20DC4..0x00F20DDE:file=0x00B1F1C4..0x00B1F1DE:sha256=9dfb42807e31be65d0a759b355e7802963ad40033748ecde20dc097582c26425	0bf4ecde464d7fb95b5e24b32837a589770d1e139005d10359c5f8f5bb9b32f8	NEW_CLAIM	N/A	N/A	IMAGE	This does not prove talkability, service availability, or combat exclusion.	The exact UI/data noun and original-server producer remain open.	PROPOSED: Trace the resulting presentation object and any independent interaction gate.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
MOBS_N_ENEMY_LOADED_COPY	89eb19ae453cbe8ce674034d7fafc3fa2e43b08742f3191ac501b7c3f0214400	IMAGE_PATH	MOBS.runtime+0xFC	relation_input_candidate	CNetNPC	MOBS loader reads n_ENEMY and CNetNPC copies it to BasicAttr +0x6C	The field is loaded at MOBS runtime +0xFC and copied to BasicAttr +0x6C.	e99494e7c80bd73898c717b001ad8bf51598209bbd765054ee38063ae7b03555	load_sites=1;copy_sites=1	LOADED_COPIED_ONLY	loader_and_CNetNPC_copy	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	VA=0x004A374F..0x004A3799;file=0x000A2B4F..0x000A2B99	0x004A374F	0x004A3799	34ec25ea2c9fc8e285375abe4df5c52f27e0bea26ed7a628423ca657a7c71dc6	CNetNPC_faction_enemy_copy:0x0045C0BD..0x0045C103:file=0x0005B4BD..0x0005B503:sha256=049f7e1b01b05118b22fafadce3c4d5b0a385470dc51a6b4004e31903c8c26df	f3a1559d4670a8948d47efcf7fdc0f8060cd55b959485f65bc87dd5c44ebdac2	PARTIAL_CANONICAL_REUSE	PF_ATTR_FIELD_SEMANTICS.tsv	2eac18fa627ecd49109402a009f7605bf86dbf85189ffc3fa2e296ba70de0405;4bab7f05d7667f8fc6cbebaa1e3b1eff31a703393a6fc3aa6c0b0552051aaff1	IMAGE	Loaded/copied does not equal role, hostility, or attackability.	An active semantic consumer for BasicAttr +0x6C is not proven.	PROPOSED: Complete the BasicAttr +0x6C consumer census.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
ACTOR_DEATH_SHARED	bdb83b17c75ad6faa7118c44f040bab46d8faf1131a7dcc3195a713c84c092f2	IMAGE_PATH	BasicAttr+0x44/+0x58	death_state	shared actor classes	BasicAttr +0x44 equals zero and ordered float +0x58 is nonpositive	A shared vtable predicate returns death state for four actor-family tables, including CNetNPC.	0bb1f4638dc1088fb302e5134adfb5c2cfcba494d5d10c0daef57f0adfdc71b3	direct_rel32_callers=0;vtable_refs=4	PROVEN_EXACT	shared_actor_vtable_predicate	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	VA=0x0043BD70..0x0043BD9D;file=0x0003B170..0x0003B19D	0x0043BD70	0x0043BD9D	1df3c62b4bbe0aab1ebf1404320a7b2466ef20390db060e67ba183a1178127aa		b0206c0333938b6f62115f0637a1ef1cee131d776d4aa6d657a4ee9dea044aa5	NEW_CLAIM	N/A	N/A	IMAGE	Death state is shared behavior and does not classify NPC, monster, or dummy.	No death-to-loot edge is attached by this predicate.	PROPOSED: Trace removal/loot consumers separately from the shared death test.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
MOBS_DROP_CONFIG	bb61bf631150292db162a3d05654a6d70ab52f4ce10f364f9f77ffec2301d219	IMAGE_PATH	MOBS.runtime+0x6C/+0x70/+0x74/+0x78	drop_configuration	MOBS runtime row	loader imports range, equipment, normal, and special drop references	Drop configuration is loaded; the extra n_DROPS_NORMAL consumer copies raw-table fields into a local record collection.	74afa7a29417f59d0346f768ea20048d78c6b6fbc2eb320e683f2a5cab600bed	loaded_drop_fields=4;extra_config_consumers=1	PROVEN_ROLE_ONLY	loader_and_configuration_import	PF_ROOT://GameClient/GameClient.local.bin	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623	VA=0x004A32E8..0x004A3368;file=0x000A26E8..0x000A2768	0x004A32E8	0x004A3368	02e61d6f183384a57001ef71b3823e66c2869cc772f702d91340c47313fdbc43	normal_drop_config_import:0x0073C6E6..0x0073C881:file=0x0033BAE6..0x0033BC81:sha256=c3e040919fb43ada831b382678317d5d8f843f3e956a1a9fafeed0e8eecd7b86	c39eee50099dc4ae03e1f5b885d4a5d5d570663d6f074090b6458ce2b5646ee9	NEW_CLAIM	N/A	N/A	IMAGE	Configured drops do not prove that the client or original server issues loot.	No CNetNPC death, removal, ground-object, pickup, or ActionVital edge is proven.	PROPOSED: Defer issuance semantics to the dedicated death/loot path.	9627211412ac60d50ad189ce5a629443ce928ec23a9f8d219dfb2b157028b623
MOBS_SCHEMA_CENSUS	7354b105be5c884567bfd14fc5f0f8d6547d9311d4aa27df329428c48298b717	DATA_CENSUS	MOBS.schema	role_input_schema	MOBS	decoded table census	MOBS has 3210 rows and 54 columns; AI_WANDER has 73 rows and 5 columns.	0df4074141647934848d6be8df52634fa820fc96a9fc951a999778caac358d5f	MOBS_rows=3210;MOBS_columns=54;AI_WANDER_rows=73;AI_WANDER_columns=5	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;derived_lines=1..3211;columns=n_RANK,n_AI_WANDER,n_AI_COMBAT,n_AI_TACTIC,n_CAPABILITY,n_MOB_USAGE,drop_refs,quest_refs	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	9a525f8d95279951a686e48c383c5dd3e6e07cc06d402a73e7af415cc1d55c20	PARTIAL_CANONICAL_REUSE	PF_ATTR_DATA_BINDINGS.tsv	746194feffd7cc8c785ff3cdbeb9371408326eba5dd794bd77d283607eccfaf5;7baafb858d6be89f9b749fe7b91978b863ff9485b9d94b5281cb41e0de618cf2	DATA	Column presence does not supply gameplay role semantics.	The DATA tables do not define gameplay roles for several columns.	PROPOSED: Require any independent consumer evidence to remain in its own source row.	N/A
MOBS_RANK_VALUE_DOMAIN	26f30f72eaf9073b1a1be0c528d5589181a1be0b7962948c79c896952b1aed8f	DATA_CENSUS	MOBS.n_RANK	rank_profile	MOBS	exact value distribution	0:1506;1:1232;2:228;4:125;64:57;128:40;512:5;4096:17	0dd72d8f28da359ed2a90dd54148c88a2e877343bed7502dd3bedda91a730c64	rows=3210;distinct_values=8	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;column=11;record_offset=+44	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	fe9c755642ee3b92ae896b7abfb02e0fa0e5da04330bf5fc0eb66f7af9f69b9e	NEW_CLAIM	N/A	N/A	DATA	Every nonzero value is a power of two; this does not make rank an ordinal difficulty or a monster flag.	DATA supplies no rule mapping rank bits to gameplay roles.	PROPOSED: Require independent consumer evidence before assigning a noun.	N/A
MOBS_USAGE_VALUE_DOMAIN	8b33d827a18f114a67fbbd4d3aa6741a736b760893e263809133d0d8148d2828	DATA_CENSUS	MOBS.n_MOB_USAGE	usage_profile	MOBS	exact value distribution	0:180;1:1545;2:832;3:2;4:17;5:122;6:83;7:346;8:83	a56d49e48dde62405bf7011eb457b79c03fafd4f68ce9dce64bca0517a7fd5a1	rows=3210;distinct_values=9	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;column=49;record_offset=+196	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	78eb6d2919ca47a0cd94ef7c4b045807948e7ecf0d7619a0c03c32a3d6e8a71b	NEW_CLAIM	N/A	N/A	DATA	The DATA table supplies a numeric domain but no enum names.	No role-name mapping exists in this DATA table.	PROPOSED: Require independent consumer evidence before naming values.	N/A
MOBS_RANK_COMBAT_CROSS	e40e07927107bff578c8526809280b9997529665b8bee43fd105e11aaa4dab95	DATA_CENSUS	MOBS.n_RANK+n_AI_COMBAT	combat_profile	MOBS	R=(n_RANK>0), C=(n_AI_COMBAT!=0)	R0C0=1294;R0C1=212;R1C0=32;R1C1=1672	458bdf2452a2d2367892f6f0729759c446c049ceba6c3665ea39e4fa05f01a56	R=1704;C=1884;RC=1672	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;columns=11,19;record_offsets=+44,+76	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	a9297e03b0eee446ca3b341038118255fc842fc26edef9cff0be5f885f56b8a3	NEW_CLAIM	N/A	N/A	DATA	R and C are correlated but neither alone nor their conjunction is a role law in this DATA table.	DATA correlation alone cannot establish role policy.	PROPOSED: Require an independent producer/consumer policy evidence row.	N/A
MOBS_OFFESIVE_WEIGHTED_CROSS	a934981182bc7c0e599b51fd4430d8437b541794c382de8c556f809790c33af1	DATA_CENSUS	AI_WANDER.n_OFFESIVE	ai_wander_profile	MOBS exact-ID join AI_WANDER	O=(joined n_OFFESIVE!=0) crossed with R and C	R0C0O0=1261;R0C0O1=33;R0C1O0=2;R0C1O1=210;R1C0O0=25;R1C0O1=7;R1C1O0=277;R1C1O1=1395	d96bef49e238891012bc2ac3aaf455d3b7ba6691f49b78a20a0ab15ef8264787	O=1645;O0_with_positive_n_AGGRO=15	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;MOBS_column=18;AI_WANDER_columns=3,4	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	4e3c6437d7ffd7bad4e4dd5182a50cb1ba88e149d14f13583423304bde89daf9	NEW_CLAIM	N/A	N/A	DATA	O is not equivalent to positive n_AGGRO because 15 O0 rows have positive n_AGGRO; DATA alone does not establish attackability or monster semantics.	DATA correlation alone cannot establish attack admission.	PROPOSED: Keep presentation and attack admission as independent traits.	N/A
MOBS_CAPABILITY_QUEST_CROSS	b6bbfd2aac698fb431a30c03e8c40f17ce3ac406eb1ef494baa3fabed08c6cf9	DATA_CENSUS	MOBS.n_CAPABILITY+quest_vectors	capability_quest_profile	MOBS	K=(n_CAPABILITY==1), Q=(quest-begin or quest-end vector nonempty)	K=783;Q=811;K1Q1=774;K0Q1=37;usage2_K1Q1=670	a3f989cdb8a5813f1bc0789eaea3b06a7d60fa70ad29ebd3d847a6558e809f3e	rows=3210	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;columns=38,39,40;record_offsets=+152,+156,+160	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	db7c479cbb492384a4de86547a752eca7c8c08f899982bddae4e920a29e6878b	NEW_CLAIM	N/A	N/A	DATA	The table does not define K or Q as talkability; co-occurrence alone cannot establish a service or interaction role.	The DATA correlation is not an interaction law.	PROPOSED: Require independent interaction evidence in a separate source row.	N/A
MOBS_ORDINARY_DROP_POPULATION	4d2f090f7fb50a4a17fb9ce5894a7f7e24ed722a8576e067c7862756cc482c64	DATA_CENSUS	MOBS.drop_refs	drop_profile	MOBS	any equipment, normal, or special drop reference is nonzero	populated=1495;within_RC=1490;rank0_combat1=4;rank1_combat0=1	7ab743d8e17dc1aaffb1c07334487d8ded38843df8bac0ecd63a60335b012fa5	rows=3210	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;columns=33,34,35;record_offsets=+132,+136,+140	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	383c9487476073b79295c3c52224accba82c9591d050fc4fa627a1ca8cc44234	NEW_CLAIM	N/A	N/A	DATA	A populated reference is configuration data, not proof of loot issuance.	The DATA table does not encode a death-to-loot issuance lifecycle.	PROPOSED: Require independent death/drop issuance evidence in a separate source row.	N/A
MOBS_ID916_FINGERPRINT	15f2baf80527d3a13bd34509d12f86dcb8fb945a641e0b29ffdf62b076b97a11	DATA_COUNTEREXAMPLE	MOBS.id=916	record_profile	MOBS record 916	exact record fields plus AI_WANDER join	id=916;line=894;rank=0;wander=21;combat=0;tactic=0;usage=7;capability=0;properties=[7174];condition=0;quest=0;ordinary_drop=0;skills=0;offensive=1;aggro=3000	11fbc9abf1030eacd1728630fdb79ee689cc2acd615a627d45c6a0537601eec3	records=1;properties_7174_occurrences=1	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;derived_line=894	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	67b192ac5137fe27dd7e49a007c514d614186d2ab72aebe2b27a6b208d29a940	NEW_CLAIM	N/A	N/A	DATA	The unique record fingerprint is not a generalized training-dummy bit and does not prove attackability.	This DATA row contains no training-dummy role label.	PROPOSED: Require exact original interaction/damage evidence for record 916.	N/A
MOBS_ID917_FINGERPRINT	2fa3f906bb1d986824ed1b33012850a66fe31d770be99b881ef0a91ed0c6bbf7	DATA_COUNTEREXAMPLE	MOBS.id=917	record_profile	MOBS record 917	exact record fields plus AI_WANDER join	id=917;line=895;rank=0;wander=40;combat=0;tactic=0;usage=7;capability=0;properties=[7175];condition=19;quest=0;ordinary_drop=0;skills=0;offensive=0;aggro=3000	6994b97c87a6cf58fa5608fe4ff9bfb18707b8d7e92d0775e82bc04c025573fb	records=1	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;derived_line=895	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	24b6d14d6228f5d0291910c65020a65ad0b40e9daad80f84ed40fe5c5be13068	NEW_CLAIM	N/A	N/A	DATA	This nearby record differs from id 916 and shows positive n_AGGRO can coexist with n_OFFESIVE=0; no dummy role is inferred.	No original role noun or attackability result is attached.	PROPOSED: Investigate record 917 only if its exact behavior becomes a blocker.	N/A
MOBS_SAME_NAME_VARIANCE_27_1732_8621	06e38e3dc7884192a69bce7ac1cbbc03eafb509c7684149e47b733f229e14e76	DATA_COUNTEREXAMPLE	MOBS.s_NAME	identity_negative_control	MOBS ids 27,1732,8621	exact s_NAME equality	name_sha256=e9d2b1b9ad850a20dc8288052717875b51604513733dffafd5900fbada6b4934;id=27;line=28;rank=1;wander=16;combat=150;tactic=1;usage=1;capability=0;properties=[400,7029];condition=0;quest=0;ordinary_drop=1;skills=1;offensive=0;aggro=0;id=1732;line=1255;rank=1;wander=13;combat=7;tactic=1;usage=7;capability=0;properties=[7029];condition=0;quest=0;ordinary_drop=0;skills=1;offensive=1;aggro=2000;id=8621;line=2848;rank=0;wander=1005;combat=0;tactic=0;usage=5;capability=0;properties=[7029,99999];condition=3;quest=0;ordinary_drop=0;skills=0;offensive=0;aggro=0	426490d2a279510d2b04f3a64c1abdd4883145a3fcb3d9f132562cf2c62bb7a2	records=3	PROVEN_EXACT	DATA_table_census	PF_ROOT://GameClient/Data/B_CONSTDATA_TH.pc_	496b5c7b5a7f4c1ab5e343937ca7278b3db5b4501250caa7da47f22dc2c9c3f8	decoded_B_CONSTDATA_TH:MOBS=0x0035AE0A..0x004A327E;derived_lines=28,1255,2848	DECOMP+0x0035AE0A	DECOMP+0x004A327E	7abbecfdd78b4ec08f6371a700bbb936851e77f4916891f93c7f472c1af22390	decoded_total_sha256=496dfb2ef2cf517482a7b426c9dd5edf0278564fe11195b96f36df90607f0d2d;MOBS_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__MOBS.tsv#sha256=3c0d33d68f832eefda56c845495008338dcef56f4277584b9ca479b7e1b3916b;AI_WANDER_derived=PF_ROOT://pf_bridge/gamedata/tables/CONSTDATA_TH__AI_WANDER.tsv#sha256=0b3f1eb8e67915c4be5758c734cae17c575ac2aa76cb989e13242cfb6ad01a23;AI_WANDER_DECOMP=0x00329A46..0x0032AA74#sha256=0ee49521d6ab52af1d3fbc394844b088ff935fb33c285ed3b56713b8e3f26ff8	7d32a63b241d2f6e47047fe85b1e9e89bd09ec25bf2dec3c3f04b21e4044d954	NEW_CLAIM	N/A	N/A	DATA	A shared name does not determine rank, combat, usage, or offensive profile.	The DATA table does not prove whether these records share or differ in role.	PROPOSED: Use exact record identity and keep separately sourced traits in separate rows.	N/A
